query_id,content_id,hard_cots_qid,hard_negative_count
559_C,527,"1414_C,111_B,294_A,1303_A,294_B,1414_A,1414_B,294_C,1558_D,1334_C",10
371_B,1779,"374_A,1234_C,738_C,374_B,738_A,1234_B,371_C,1653_B,1868_C,1087_A",10
766_B,1560,"546_D,603_A,766_C,976_D,219_C,913_D,801_C,1470_C,62_A,546_B",10
668_A,2152,"668_B,1330_B,219_C,1330_C,378_C,254_D,162_D,668_C,697_A,1328_A",10
484_C,207,"484_D,484_A,856_C,1779_C,497_A,1779_A,1297_D,1334_C,1779_D,1394_A",10
253_A,2365,"253_B,1482_B,105_C,640_B,1796_C,253_D,409_C,1667_A,1087_D,1087_C",10
1530_D,2085,"1530_B,1530_C,45_B,1397_D,1032_C,960_C,108_A,321_C,648_A,139_D",10
1711_B,1803,"1241_C,452_C,1245_A,1391_A,1645_A,160_C,834_B,1021_B,323_C,1282_A",10
1058_D,283,"1058_B,1058_A,1442_C,446_B,593_D,1557_B,1748_C,1011_C,446_C,1557_C",10
1766_C,38,"243_D,29_C,29_D,1637_B,29_A,908_D,177_B,732_B,1801_C,908_C",10
90_A,2218,"996_A,996_D,946_D,703_D,1421_A,1421_D,669_A,785_C,1553_C,995_A",10
358_B,1419,"1830_B,1752_B,97_A,1593_C,706_D,569_C,758_A,373_A,706_A,97_B",10
1865_C,2442,"1865_A,1865_D,1705_A,1020_C,1531_C,393_A,1118_C,1531_D,1363_C,393_C",10
44_B,1970,"3_B,44_A,3_D,671_A,1303_A,671_B,650_D,1303_D,650_C,1558_D",10
1579_A,417,"459_C,812_B,154_A,459_A,812_A,1859_D,1208_C,1663_D,154_D,1850_C",10
351_A,909,"1456_D,1542_A,1512_D,354_D,565_C,1655_C,850_A,1462_C,489_A,757_A",10
22_B,1408,"1252_A,22_C,436_D,258_B,846_D,1088_A,55_B,1124_C,1432_D,24_D",10
733_D,138,"1031_A,791_B,733_A,612_D,319_D,612_C,432_A,24_C,918_A,319_C",10
1570_C,617,"1570_A,454_D,712_D,454_A,907_D,523_C,757_C,972_C,651_B,725_C",10
698_A,1280,"698_D,884_A,1289_C,1054_B,1673_B,761_B,761_C,841_B,350_A,1067_C",10
589_B,528,"1130_C,1646_D,1339_B,1201_B,640_B,785_C,995_A,518_D,1772_A,785_D",10
642_B,2549,"1384_C,1586_A,140_A,1586_B,182_A,1021_B,182_D,717_A,140_B,558_B",10
1720_B,1473,"1314_C,1311_A,1289_C,1314_D,1671_C,685_D,531_C,876_A,957_A,957_B",10
1751_A,1157,"1346_C,1346_D,1346_B,1681_D,945_A,540_A,1189_C,540_C,1589_D,1062_A",10
1414_A,2104,"1414_B,1414_C,294_A,294_C,1651_D,559_B,559_C,111_B,559_D,1558_D",10
1562_C,1119,"129_A,233_A,263_D,678_A,1088_A,985_A,892_B,1639_A,1124_C,1432_D",10
1614_D,2282,"231_D,1614_B,231_C,1614_A,403_B,1220_A,1261_C,384_C,127_B,573_D",10
83_C,1744,"83_B,721_A,646_C,1080_C,653_B,1099_B,316_C,740_A,134_A,1232_D",10
1150_D,256,"757_A,757_B,633_B,196_B,563_B,807_A,1853_A,809_D,65_C,65_B",10
1472_B,1078,"1770_D,55_D,524_A,759_B,1088_A,1432_D,1257_B,24_D,1810_B,1729_A",10
1045_A,1738,"1045_C,874_B,874_A,874_D,510_A,510_D,1147_D,57_D,57_B,510_B",10
282_D,2493,"1364_A,282_A,282_C,1558_D,946_C,111_B,946_B,1558_C,780_D,780_C",10
435_A,1805,"1294_D,124_B,1485_B,895_D,695_A,1615_D,254_B,306_D,524_B,935_B",10
796_D,446,"796_B,1807_A,1456_C,872_D,1343_B,1655_C,757_A,1462_C,489_A,850_A",10
156_D,606,"425_B,156_A,425_A,60_B,1386_D,450_A,1674_B,450_B,535_D,145_C",10
848_B,842,"848_C,570_A,570_D,401_A,1720_B,401_C,1671_C,685_D,1314_C,782_A",10
730_A,302,"1592_B,54_C,1483_A,1592_C,54_B,1004_B,730_B,100_B,1548_C,759_B",10
1617_C,1621,"1617_B,597_D,1714_D,1213_B,597_A,1714_A,255_B,107_A,286_C,918_A",10
1082_C,602,"136_A,349_C,797_B,141_A,850_A,729_C,1683_C,432_C,370_A,852_B",10
536_B,1602,"536_D,1210_C,793_C,933_C,472_C,1176_C,1028_B,1179_D,375_B,1210_D",10
2_D,1073,"2_C,2_A,1437_D,699_A,221_D,1437_C,221_C,1445_A,71_B,234_B",10
1119_C,1547,"1119_A,1119_D,459_C,893_A,1516_B,691_A,31_B,691_D,583_B,31_D",10
1595_C,1519,"1850_C,812_B,812_D,1859_D,154_A,812_A,1515_C,154_C,1850_A,1292_A",10
671_B,219,"671_A,845_C,650_A,1153_B,1796_C,650_D,1303_D,1553_C,1796_B,650_C",10
832_C,554,"1581_B,1581_D,832_D,394_D,236_A,394_A,441_D,854_D,20_D,236_D",10
151_C,108,"418_A,41_B,389_B,1159_A,184_A,500_B,170_D,1027_B,1366_A,170_B",10
450_B,1431,"450_A,145_C,266_B,469_C,266_D,469_B,863_B,884_A,694_D,884_C",10
603_A,1993,"603_C,546_D,766_B,766_C,913_D,861_C,913_B,801_C,1470_C,861_B",10
1044_A,28,"1044_D,995_A,995_B,785_D,669_A,659_B,785_C,518_A,1044_B,1772_A",10
1000_A,891,"1000_D,308_C,700_A,558_B,700_D,558_D,1127_C,1098_B,308_D,1841_D",10
1067_D,1757,"1067_B,1067_C,761_B,761_C,1673_B,235_C,1076_B,350_A,930_B,841_B",10
542_A,2209,"339_A,741_A,542_C,339_C,741_D,542_D,1090_A,48_A,432_C,901_B",10
782_C,1825,"425_A,789_B,1055_B,425_D,402_D,60_D,60_B,1091_D,450_B,553_D",10
538_C,2302,"99_D,538_B,539_C,704_A,99_A,320_B,1790_D,677_D,1737_B,320_A",10
323_C,1535,"323_D,1282_A,834_B,1586_B,474_D,929_B,455_B,160_C,434_A,200_C",10
172_B,2376,"89_A,172_C,172_D,85_A,189_B,170_D,500_B,1027_D,953_A,1027_B",10
1168_A,1481,"1168_D,391_C,1478_B,391_A,515_D,515_B,268_D,928_D,1765_A,268_A",10
1167_A,2550,"1516_A,459_C,1516_B,583_B,198_D,1119_A,1189_C,230_D,1119_C,31_C",10
1701_A,1271,"914_A,1247_D,1247_C,1359_D,914_D,601_A,601_C,601_D,161_C,1087_D",10
1144_C,948,"1488_A,1807_A,1456_C,447_C,129_A,983_D,864_B,1088_C,298_C,1088_D",10
72_C,422,"72_B,72_A,1436_A,723_A,864_C,1246_B,709_C,98_B,84_C,226_C",10
1215_C,1398,"50_B,50_D,1215_D,714_B,39_A,319_D,612_C,918_A,612_D,34_D",10
71_C,378,"71_B,1292_A,407_A,812_B,154_A,154_C,154_D,1663_D,812_A,1164_C",10
842_D,2308,"842_B,1002_B,334_C,1172_D,148_A,818_C,148_D,1715_C,625_B,1818_D",10
91_B,265,"1196_A,285_D,1021_B,65_B,160_C,807_A,452_C,566_B,1245_A,757_A",10
1493_B,2140,"587_B,1343_B,951_B,899_A,587_C,895_D,1615_D,254_B,306_D,695_A",10
1159_D,1411,"1757_B,1159_B,1159_A,151_D,1736_A,953_A,1027_B,1027_D,1366_A,184_B",10
551_B,2535,"551_A,142_B,279_A,1072_D,1072_C,1444_B,1796_A,1675_A,590_C,1535_A",10
459_C,2132,"459_B,1579_A,1119_A,459_A,812_A,1859_D,1208_C,1663_D,154_D,812_B",10
91_C,265,"1196_B,1196_C,1196_A,65_B,160_C,1282_A,807_A,1241_C,1427_C,1245_A",10
1038_A,950,"1038_D,609_A,1038_C,1199_A,609_C,261_A,609_B,1308_A,259_B,1041_B",10
1052_C,2446,"1052_D,246_B,1052_B,246_D,953_A,1419_A,711_A,229_B,1209_A,161_B",10
376_D,1510,"376_A,1269_D,376_B,910_D,960_C,108_A,648_A,1601_A,321_C,139_D",10
155_C,1788,"118_C,366_A,366_D,1254_D,1778_B,1591_A,1006_D,1403_A,1784_D,1403_C",10
108_D,583,"313_A,321_B,488_A,139_D,321_C,108_A,114_B,910_D,960_C,445_B",10
177_A,863,"177_B,29_C,29_D,1637_B,908_C,226_B,908_D,1766_C,1378_B,732_B",10
1437_C,1677,"1437_D,158_B,158_D,221_B,221_D,1445_A,1721_C,1437_B,2_D,234_B",10
1627_A,790,"1627_B,812_A,1627_D,1754_C,407_A,1850_C,1754_B,812_D,1678_A,25_B",10
1109_A,142,"1209_A,1348_C,229_D,500_B,616_B,1419_A,161_B,1419_B,229_B,1061_B",10
29_A,1214,"29_C,48_A,1578_C,243_D,1735_A,1637_B,177_B,732_B,432_C,1766_C",10
137_C,2095,"137_A,783_B,709_B,754_A,1368_B,98_B,87_C,614_C,723_A,754_C",10
1292_A,1102,"71_D,71_B,1859_D,71_C,154_A,1164_C,812_B,181_B,154_C,1678_A",10
683_C,2576,"731_B,1484_D,581_A,731_D,1296_D,1655_C,854_D,1805_B,1462_C,1819_C",10
974_D,470,"180_D,673_B,1243_B,180_B,497_B,544_A,180_C,53_C,497_A,903_A",10
949_C,221,"1644_B,16_C,1483_A,375_A,16_A,1377_A,549_A,505_C,915_D,375_B",10
125_A,583,"648_A,139_D,1638_A,1314_D,720_B,720_D,1074_B,363_C,307_C,45_B",10
618_C,2361,"618_B,101_C,1156_C,101_A,1657_D,1141_B,625_B,625_A,269_B,1141_A",10
741_B,1834,"741_D,741_A,339_C,339_B,542_A,542_D,1090_A,48_A,864_B,432_C",10
1325_C,1244,"1788_A,878_D,186_A,284_A,204_C,1788_D,1788_C,473_A,473_C,186_D",10
1675_A,723,"1675_B,1573_B,1573_D,1675_C,1811_B,1796_A,590_D,1421_D,590_C,640_B",10
1074_B,519,"232_B,779_A,232_C,685_C,831_B,929_B,200_C,1291_A,1050_B,323_A",10
1267_B,639,"1087_A,1130_C,1087_C,1421_D,640_B,785_C,253_D,1553_C,995_A,1087_D",10
1006_A,2388,"1006_C,1784_A,1403_B,118_D,78_D,1006_D,1591_A,1254_D,366_D,118_A",10
328_D,234,"1499_B,328_C,1055_B,1582_D,1714_D,884_A,1289_C,263_D,450_B,1582_C",10
527_A,620,"527_C,1527_A,310_A,1137_B,1527_B,527_B,1137_A,1137_D,905_A,1527_D",10
127_B,1743,"1614_B,1261_C,1614_A,747_B,80_B,283_A,753_C,231_B,879_C,98_B",10
584_D,2226,"584_A,393_A,1705_A,487_A,224_A,99_A,1273_B,555_D,538_B,539_B",10
1841_D,1540,"654_D,750_B,1_C,1_A,1040_B,700_A,789_B,1098_B,1091_D,308_A",10
1208_D,1945,"1208_A,1208_C,1464_A,959_B,959_A,1515_B,23_D,1515_C,23_C,23_B",10
1793_B,1716,"1285_D,184_B,1366_A,1736_A,1061_B,170_D,500_B,1027_B,742_A,1846_A",10
1179_D,972,"532_A,532_D,532_B,123_C,1179_A,661_C,391_A,1028_B,673_B,1636_A",10
1045_C,501,"874_D,1045_A,874_B,874_A,510_A,510_D,1147_D,57_D,57_B,510_B",10
1088_D,2230,"1088_C,124_A,1088_A,524_A,432_C,1090_A,983_D,864_C,585_B,585_C",10
428_B,2263,"428_A,428_C,1079_A,241_A,351_A,850_A,1655_C,1462_C,1079_B,489_A",10
409_C,1707,"409_A,409_D,273_C,253_A,1482_B,253_D,1087_D,1087_C,1667_A,1421_D",10
731_D,2583,"731_B,731_C,1296_D,683_C,1296_B,1805_B,1655_C,854_D,1462_C,1819_C",10
300_B,197,"300_A,300_C,420_A,697_C,254_D,162_D,1857_C,1104_A,1328_A,360_D",10
380_C,61,"380_D,1657_D,1260_D,408_B,317_C,269_B,1141_B,629_D,337_A,973_B",10
369_D,1130,"369_C,195_B,778_D,1633_D,715_B,1447_B,1633_C,864_B,1509_A,908_D",10
793_C,745,"793_D,1453_B,1453_C,1485_B,1103_B,866_D,536_D,536_B,1028_B,1306_C",10
350_A,2265,"350_C,1369_A,813_D,412_D,412_A,1492_A,235_A,1312_A,1836_C,1369_B",10
602_B,2199,"107_A,107_C,597_D,853_D,116_D,602_A,47_B,628_B,263_D,553_D",10
1527_A,33,"527_C,1527_B,1527_D,527_A,1137_B,310_D,1137_A,310_A,527_B,1137_D",10
677_D,1668,"1737_B,677_A,256_C,1521_A,224_A,555_D,1273_D,483_C,1737_D,99_A",10
21_A,2240,"929_B,434_A,1586_A,474_D,1178_B,455_B,1282_A,834_B,200_C,323_C",10
1120_C,751,"890_C,45_C,1269_D,829_C,1723_C,108_A,139_D,648_A,321_C,1601_A",10
869_C,1522,"869_D,869_B,185_C,913_B,62_B,254_D,1093_B,62_D,861_C,697_A",10
385_A,620,"385_B,385_D,310_A,297_A,905_A,1527_A,90_B,297_C,1647_D,280_C",10
68_C,882,"610_D,610_C,460_D,460_C,74_B,1245_A,452_C,1021_B,1241_C,160_C",10
347_B,1900,"1627_B,1379_B,1850_C,1379_A,1859_D,217_A,1088_C,807_A,432_C,25_B",10
272_B,594,"272_D,272_C,1520_B,9_D,561_C,1520_A,1557_B,9_B,1442_C,1058_B",10
167_B,2053,"356_A,1155_D,167_D,1155_B,1687_C,481_B,18_D,1129_B,488_A,1687_A",10
595_A,2112,"595_C,595_B,1372_D,1156_C,1650_C,1112_A,59_C,815_B,1117_D,101_A",10
168_B,2192,"168_D,168_C,494_D,494_A,336_B,336_C,254_D,336_A,499_B,752_D",10
198_C,2132,"198_D,198_A,1516_A,922_A,1479_D,5_C,1516_B,1119_A,691_D,583_B",10
267_D,1921,"1316_B,267_B,267_C,1661_A,1393_B,1353_C,1597_B,312_D,298_C,1027_B",10
704_A,1527,"320_B,726_C,320_A,538_C,626_A,256_D,1790_D,1140_D,1273_B,126_D",10
612_C,1024,"612_D,319_D,319_C,66_A,55_B,322_D,322_C,918_C,486_C,637_A",10
384_C,401,"216_A,231_B,174_A,174_B,943_D,706_D,463_C,472_C,744_A,569_C",10
1749_B,1632,"1260_D,35_B,1657_D,1657_B,269_A,269_B,380_C,1141_B,629_D,337_A",10
238_C,1145,"1530_D,983_C,1530_B,1393_B,267_D,515_D,515_B,391_A,422_D,115_D",10
1710_C,1115,"184_B,1366_A,260_C,184_A,260_D,953_A,170_D,711_A,41_B,742_A",10
969_A,1231,"969_C,898_A,969_B,898_D,436_D,124_A,1620_C,1608_D,488_A,1090_C",10
905_A,1071,"342_A,342_B,1535_A,342_D,1803_B,640_B,1796_C,635_B,1803_D,1738_C",10
1647_A,2122,"1647_D,233_D,1615_C,357_B,233_A,196_B,901_B,901_D,298_C,1647_C",10
154_A,1731,"154_D,1850_A,812_B,1850_C,812_A,1859_D,1627_B,1663_C,812_D,1754_C",10
546_B,2297,"546_C,546_D,766_B,1470_C,913_D,801_C,913_B,861_C,219_C,766_C",10
1156_C,658,"377_A,595_A,618_B,101_A,595_C,815_B,1112_A,59_C,1117_D,815_C",10
592_A,1290,"904_D,279_C,279_A,142_A,1072_D,1072_C,551_B,551_A,1467_C,592_B",10
946_D,1348,"1651_A,1651_D,1558_D,1558_C,1651_B,946_C,946_B,294_B,1414_C,780_D",10
1296_D,1884,"731_B,731_C,683_C,731_D,683_B,1462_C,1655_C,854_D,1819_C,1422_B",10
35_C,1965,"667_B,35_D,35_B,1260_D,6_A,269_B,380_C,1141_B,1657_D,629_D",10
400_C,2330,"576_C,192_A,327_A,192_C,916_C,721_A,316_C,192_D,380_C,322_D",10
227_A,1828,"82_D,264_A,681_D,1735_A,29_C,1766_C,1637_B,839_B,58_A,1801_C",10
1415_A,2361,"667_B,35_D,618_B,1657_D,1749_B,1141_B,101_A,629_D,625_B,625_A",10
170_D,2284,"170_B,1366_A,184_B,1698_D,1027_B,500_B,1027_D,500_A,953_A,41_B",10
439_C,1007,"355_D,734_B,355_B,175_A,1712_C,1276_D,736_B,1276_A,781_B,53_C",10
753_B,1704,"753_C,1114_B,1047_B,1047_A,879_C,283_C,283_A,121_B,231_B,121_C",10
104_C,132,"104_A,241_B,241_A,633_C,1717_B,1245_A,558_B,864_B,91_C,91_A",10
1196_B,1735,"91_C,182_D,182_C,834_B,65_B,1021_B,1245_A,850_A,323_C,452_C",10
244_B,641,"244_A,244_C,1238_A,1088_C,471_D,670_C,432_C,247_A,1033_B,1574_B",10
279_B,2251,"279_C,904_D,279_A,142_B,592_A,142_D,142_A,592_B,551_B,551_A",10
1247_C,1854,"1359_C,1247_B,1359_A,1701_D,914_D,601_A,1359_D,601_C,601_D,1247_D",10
656_B,2576,"656_A,854_D,581_A,1296_D,731_D,1655_C,1462_C,1575_D,1819_C,1422_B",10
1637_B,1937,"1017_A,29_A,29_C,177_A,1017_C,177_B,1735_A,1766_C,732_B,1090_A",10
230_C,2039,"230_A,230_D,390_C,548_A,1117_D,815_B,1141_B,595_A,1376_A,59_C",10
1121_C,611,"317_A,1121_A,317_C,408_B,486_A,1088_A,408_D,816_C,612_C,524_B",10
747_B,1701,"763_C,252_C,509_C,1261_C,127_B,1740_B,53_C,401_A,497_A,1628_B",10
419_B,1043,"419_D,419_A,748_C,1670_D,1670_C,765_C,271_B,856_C,271_C,1670_A",10
158_C,1098,"158_B,158_D,1262_C,234_D,254_D,1437_C,1328_A,1445_A,697_C,221_D",10
112_A,2093,"1647_D,448_B,112_D,1424_D,38_B,863_B,597_D,553_D,918_C,884_B",10
1395_C,585,"1395_A,216_C,42_D,216_A,933_C,12_B,174_B,744_A,706_D,123_C",10
1319_B,2494,"229_B,857_A,720_B,720_D,307_C,85_B,1029_C,161_B,184_B,953_A",10
628_C,791,"628_B,628_A,1108_A,178_C,602_B,450_B,47_B,178_A,469_C,1117_D",10
1836_A,111,"1836_D,1160_D,235_C,461_C,813_D,1326_A,761_B,813_B,350_A,1200_B",10
162_D,2198,"1093_B,219_B,360_D,530_B,360_B,254_D,162_B,1328_A,1857_D,1536_C",10
535_A,2119,"19_D,1499_B,19_A,525_A,202_B,469_C,535_D,469_B,450_B,263_D",10
1737_D,935,"677_A,1273_D,487_A,1273_B,256_C,1521_A,1792_C,1737_B,677_D,256_D",10
1788_A,1428,"1788_D,473_B,1788_C,473_A,878_C,878_D,473_C,284_B,34_A,1432_C",10
1512_D,2175,"1079_B,1512_B,351_A,1462_B,428_B,895_D,587_C,695_A,1615_D,254_B",10
791_D,58,"791_B,679_C,679_A,805_D,1534_C,1031_A,918_A,918_C,612_D,1647_D",10
393_A,1956,"393_C,393_D,1531_C,1531_D,1020_C,1118_C,1118_A,1363_B,1865_D,1272_B",10
1597_A,1840,"1597_D,1182_C,1715_D,1597_B,1715_B,1182_A,1852_C,1715_C,757_C,1504_C",10
691_D,704,"691_A,691_B,31_D,31_C,922_A,922_B,344_A,1119_C,583_B,1119_A",10
306_D,2306,"306_C,587_B,587_A,304_D,899_A,1615_D,254_B,695_A,1310_D,1343_B",10
431_C,11,"431_D,1676_A,459_B,707_D,1554_A,1676_C,117_A,1111_A,1554_B,405_B",10
914_B,1763,"914_D,1247_B,1359_A,601_C,601_A,601_D,1359_D,1247_D,914_A,1237_D",10
69_D,906,"794_A,122_C,1539_C,766_C,913_D,801_C,235_A,794_C,546_D,350_C",10
232_D,1554,"685_C,831_B,718_A,779_A,718_B,1050_A,685_D,323_A,1441_C,834_B",10
738_A,860,"738_B,738_C,371_B,1234_B,1868_A,781_B,355_D,1450_C,439_B,439_C",10
1330_C,1823,"1330_B,1330_D,668_B,668_C,378_C,254_D,162_D,1328_A,1857_C,697_A",10
1622_C,1458,"792_D,432_A,319_D,370_A,729_C,137_A,729_A,723_A,98_B,389_D",10
1698_A,2284,"1698_D,1366_A,500_A,170_B,172_B,1027_B,184_B,500_B,953_A,1710_C",10
1577_D,2505,"1577_B,773_B,1460_D,1676_A,1106_B,1676_C,773_C,1676_B,1855_D,1694_A",10
854_D,1427,"731_B,656_A,1805_B,656_B,1296_D,1655_C,1575_D,1462_C,1819_C,1422_B",10
994_D,2412,"994_C,994_A,921_D,322_D,400_D,316_C,646_C,1232_D,916_C,134_B",10
955_A,1183,"955_B,1164_D,234_B,1164_C,397_D,1292_A,397_A,397_B,812_B,71_D",10
1713_B,1051,"1713_A,442_D,1713_C,1350_C,442_A,1352_D,1289_C,1094_C,1660_B,205_B",10
448_D,2520,"448_B,112_C,1002_C,1654_D,1804_A,432_C,729_C,852_B,723_A,432_A",10
1006_C,2197,"1006_A,1784_A,1006_D,118_D,78_D,118_A,1254_D,366_D,1591_A,118_C",10
99_D,255,"99_A,539_C,539_B,538_C,626_A,704_A,1792_C,1581_D,726_C,832_D",10
1790_D,743,"1790_C,1538_D,320_A,1239_B,353_D,1813_A,256_D,1538_B,838_D,704_A",10
1058_A,2465,"593_D,1058_B,906_C,1342_C,446_B,1557_B,1748_C,1011_C,446_C,1557_C",10
267_C,2473,"267_D,267_B,417_D,1661_A,1393_B,1316_B,1353_C,312_D,1012_B,1597_B",10
62_B,352,"62_A,62_D,913_B,219_C,976_D,766_C,927_A,254_D,976_C,861_C",10
595_C,247,"595_A,595_B,1037_B,1156_C,1650_C,1372_D,1112_A,59_C,815_B,1117_D",10
405_B,2356,"405_D,117_B,117_C,16_A,549_A,1429_A,1473_B,1473_A,549_C,505_C",10
763_A,224,"504_C,1428_C,504_D,865_C,93_D,160_C,1021_B,109_C,1245_A,1282_A",10
1352_D,711,"963_A,205_B,468_D,1094_B,24_D,24_C,733_A,1189_C,1094_C,432_A",10
896_D,14,"1523_A,338_A,524_A,1336_A,1613_D,1635_B,1090_A,834_B,585_B,944_D",10
510_D,1450,"1045_C,874_A,1045_A,57_A,874_B,1147_D,57_B,510_B,510_A,1106_C",10
245_D,531,"245_B,245_C,59_C,1295_A,1372_D,1743_C,34_B,1810_B,59_D,815_B",10
5_A,686,"118_A,155_A,1254_D,1242_C,1006_D,1591_A,817_B,240_B,366_D,15_C",10
1853_B,133,"1842_D,1213_D,918_C,424_C,1853_A,78_B,894_C,183_B,514_D,183_C",10
26_D,1944,"26_C,26_B,1237_D,1246_B,908_B,1130_C,723_A,87_C,864_C,93_C",10
1851_C,292,"377_A,618_B,211_B,708_A,211_D,1141_B,625_B,269_B,625_A,101_A",10
484_D,1608,"484_C,484_A,1122_B,1779_C,497_A,1779_A,1297_D,856_C,1334_C,856_B",10
1460_B,2505,"1460_D,1694_A,1577_B,1676_A,1106_B,1676_C,773_C,1676_B,1855_D,1554_B",10
454_A,656,"454_C,454_D,475_B,1570_A,907_D,523_C,972_C,757_C,725_C,128_B",10
1207_D,638,"649_C,1131_C,1154_D,770_B,840_D,1647_D,1665_D,566_C,1635_B,1647_A",10
1664_D,1676,"1760_B,1664_A,737_D,1374_B,1601_A,647_A,1145_C,1145_A,647_D,1145_B",10
1357_C,633,"315_D,315_B,19_D,166_A,315_A,32_A,694_D,469_B,1000_A,1091_D",10
1398_C,383,"1398_D,248_C,1398_A,822_C,1370_B,248_B,1370_D,1658_B,822_B,87_C",10
1453_B,2275,"1453_C,1780_B,1096_B,1306_A,1812_B,1812_A,793_C,1563_B,1194_C,457_B",10
1549_A,152,"1346_C,1549_B,1346_B,1346_D,337_A,945_A,540_A,1681_D,1062_A,1189_C",10
1111_D,1123,"1111_A,242_D,208_A,1429_A,208_C,208_D,471_D,612_C,988_C,1358_A",10
1445_A,2319,"221_D,1864_D,149_D,254_D,1445_D,360_D,1328_A,697_C,162_B,360_A",10
1210_D,591,"1210_C,536_B,1627_D,375_B,1179_D,1028_C,280_C,268_D,282_C,102_C",10
1186_A,2073,"1186_C,1002_B,1005_B,1640_D,178_A,1002_C,334_C,842_D,842_B,529_B",10
1426_A,915,"1489_C,1489_D,1560_B,1560_C,1489_A,1487_D,150_A,150_C,1189_C,877_D",10
1439_B,285,"171_B,408_D,1486_A,55_D,1432_D,55_B,39_D,24_D,1088_A,34_B",10
271_B,1927,"271_A,748_C,765_C,1651_D,175_A,856_C,1670_C,1670_A,843_B,1218_D",10
107_C,609,"107_A,107_B,1213_D,383_D,116_D,1714_A,553_D,597_D,255_B,918_A",10
179_A,840,"1713_A,1724_B,442_A,570_D,424_C,24_D,1094_C,424_B,1521_A,24_C",10
494_C,2192,"494_A,494_D,168_C,168_D,336_B,254_D,336_C,1104_A,836_D,697_A",10
413_D,159,"164_C,183_C,413_B,164_B,514_B,183_B,894_D,103_A,103_D,78_C",10
22_C,2408,"22_B,1252_B,55_B,258_B,846_D,1088_A,1124_C,1432_D,24_D,63_C",10
422_B,185,"422_D,1168_D,115_A,1590_B,515_D,515_B,391_A,1590_C,942_C,1765_A",10
504_D,1697,"504_B,763_A,252_C,865_C,93_B,783_D,788_D,87_C,788_B,783_B",10
1111_A,1028,"1111_D,208_A,208_C,1429_A,471_D,988_C,1358_A,612_C,628_B,1108_A",10
849_B,2413,"1610_B,1610_D,954_B,284_B,878_D,1724_B,1788_D,1788_C,284_C,878_C",10
421_C,1107,"1041_A,421_B,1041_B,609_C,609_B,609_A,1199_A,1038_D,259_B,1038_C",10
948_B,228,"34_B,480_C,918_A,1084_D,1169_A,948_D,34_A,444_C,1432_C,892_B",10
252_D,1168,"252_C,504_C,1844_B,763_C,109_C,723_A,109_A,87_C,98_B,1628_B",10
1573_A,723,"1573_B,1573_D,1675_B,1675_C,1811_B,1796_A,590_D,590_C,590_A,1421_D",10
845_C,1886,"671_B,845_D,1303_D,671_A,1153_B,650_A,1796_C,1796_B,650_D,1553_C",10
1788_D,1016,"1788_C,1788_A,473_A,473_B,878_C,878_D,473_C,284_B,34_A,1432_C",10
1276_A,2261,"736_B,439_B,781_A,559_B,1334_C,1558_D,497_B,294_A,1414_C,355_D",10
918_A,2273,"918_C,612_D,319_D,1284_D,1407_A,612_C,217_A,1222_D,1085_D,34_D",10
205_C,1708,"205_D,205_B,442_A,24_D,1530_B,1257_B,1397_D,963_A,1632_B,357_B",10
616_B,52,"161_C,1419_B,521_C,161_A,1366_A,939_C,1419_A,170_D,229_B,870_B",10
123_C,1425,"1395_A,463_C,1825_A,472_C,216_C,706_D,744_A,1395_C,197_C,12_B",10
1243_B,1572,"180_C,180_D,372_C,974_B,544_A,497_B,544_C,53_C,903_A,497_D",10
136_C,191,"136_A,349_C,436_B,27_B,643_B,24_D,119_B,643_C,432_A,1294_A",10
250_B,380,"653_B,1059_C,250_D,1232_D,134_A,740_A,1099_B,646_C,1589_A,1080_C",10
1298_B,2377,"983_C,454_C,953_A,170_D,1757_B,500_B,523_C,1366_A,725_C,89_B",10
353_D,2345,"353_C,1813_A,1538_B,1790_D,1538_D,103_D,78_B,103_A,1790_C,78_C",10
786_A,1184,"1253_D,1253_C,1253_A,617_A,622_B,448_B,129_A,1647_D,112_A,448_D",10
288_B,433,"288_C,213_D,1387_A,1807_A,1206_A,524_B,1088_D,524_D,864_B,933_C",10
36_A,1680,"36_B,36_D,1530_C,1251_A,157_B,214_D,214_C,676_D,214_B,1517_C",10
1598_B,2049,"1128_D,215_B,776_A,814_C,776_B,1155_B,1687_C,167_D,1129_B,1598_A",10
797_B,433,"288_C,1206_A,1597_B,216_C,1395_C,1683_C,252_C,1637_B,1520_D,349_C",10
1281_B,858,"1281_A,1281_C,1337_D,1257_B,24_C,1040_C,432_A,1457_A,1050_B,1441_C",10
837_A,1336,"304_B,983_C,1465_C,399_C,447_C,983_D,1088_A,1088_C,1088_D,534_B",10
645_A,415,"645_C,1769_A,1553_B,1553_C,671_B,1796_B,1421_D,640_B,845_C,1796_C",10
482_A,2365,"1275_A,105_A,97_B,373_B,373_A,1482_D,105_C,105_D,1399_A,97_A",10
1418_A,2484,"1253_A,786_A,1253_D,1483_C,1376_A,156_A,450_A,54_C,1171_A,535_D",10
1414_C,570,"1414_B,294_A,111_B,294_B,1651_D,559_B,559_C,1414_A,559_D,1558_D",10
447_D,2087,"399_A,1804_A,352_B,1144_C,837_A,983_D,864_B,1088_C,298_C,65_B",10
607_D,376,"607_A,607_C,59_C,1514_B,629_D,390_C,815_B,595_A,59_A,1112_A",10
