query_id,content_id,semi_negatives,semi_negative_count
1578_A,2157,"2422,1464,2271,1666,74,1361,1676,1135,1020,1214",10
559_C,527,"637,8,584,640,1881,686,2570,840,51,2072",10
371_B,1779,"1917,35,1483,415,1541,1881,87,1565,1440,654",10
766_B,1560,"849,1293,2159,1525,513,210,1091,2075,830,1634",10
668_A,2152,"2035,330,2383,399,580,937,671,2507,2508,1015",10
484_C,207,"2443,764,1939,1815,1325,1481,1065,2312,2009,1254",10
253_A,2365,"1434,2036,841,2454,2278,535,2271,625,1325,2267",10
1530_D,2085,"1311,1433,1614,240,710,676,1268,1044,2215,516",10
1711_B,1803,"676,79,2173,2009,136,2502,196,540,1535,341",10
1058_D,283,"2500,2148,591,2080,1773,57,484,947,1751,1318",10
1766_C,38,"2148,30,2274,1408,403,315,2488,1064,1634,79",10
90_A,2218,"1741,639,1370,1363,1087,2408,431,776,1539,2370",10
358_B,1419,"2460,2453,1951,2452,1942,0,595,1584,569,669",10
1865_C,2442,"36,184,1935,1527,1128,843,2408,2554,2383,867",10
44_B,1970,"1333,254,1543,2454,615,219,1041,194,514,1783",10
1579_A,417,"622,492,2382,1704,2079,1736,1784,643,857,1813",10
351_A,909,"1035,1244,553,196,301,2474,1214,2148,2576,1323",10
22_B,1408,"1244,1514,50,1134,1205,1795,299,1231,1549,1119",10
733_D,138,"330,619,1001,1954,840,170,1398,2525,2350,376",10
1570_C,617,"1894,2504,6,969,947,1610,79,1049,2139,727",10
698_A,1280,"835,1473,553,1690,1900,2215,1432,878,245,1119",10
589_B,528,"653,1071,1539,2311,241,545,1012,785,1202,1565",10
642_B,2549,"1266,1325,1709,941,1987,633,2158,1562,346,2474",10
1720_B,1473,"697,830,1765,2272,2552,2075,111,568,1814,499",10
1751_A,1157,"937,49,322,1302,750,794,1134,958,1396,68",10
1414_A,2104,"2283,476,867,1765,2454,910,2156,2278,625,646",10
1562_C,1119,"373,403,1900,516,1205,484,1179,1400,1300,1881",10
1614_D,2282,"2148,212,1834,1391,1704,2146,1266,1282,179,2310",10
83_C,1744,"1905,1435,1809,1605,2422,2148,1673,736,2172,2431",10
1150_D,256,"2581,330,1268,1492,1506,2532,2017,969,1942,930",10
1472_B,1078,"2533,1800,1244,1403,2217,2532,1514,969,1937,2001",10
1045_A,1738,"2005,1907,455,639,159,1067,1683,2105,1882,1015",10
282_D,2493,"972,283,1067,1733,1219,551,88,590,304,2490",10
435_A,1805,"2532,2034,1214,60,579,1814,674,34,1939,330",10
796_D,446,"1894,1214,1325,1562,1459,1571,1941,969,1543,891",10
156_D,606,"353,2147,848,937,1578,1246,20,1773,2154,1566",10
848_B,842,"2407,1525,791,1765,2009,302,1999,438,1079,513",10
730_A,302,"1478,444,153,1646,2322,364,1999,1908,1370,800",10
1617_C,1621,"1840,240,1275,2170,1551,2147,1711,848,2398,1142",10
1082_C,602,"2100,2106,2544,708,2060,2225,57,1929,1067,353",10
536_B,1602,"673,1453,708,434,2408,2486,2161,2232,2488,52",10
2_D,1073,"1978,1725,1229,357,2173,1677,30,1983,2074,990",10
1119_C,1547,"679,2193,1051,2383,2248,938,992,937,2164,2283",10
1595_C,1519,"244,271,2462,2382,872,1777,2100,1814,905,878",10
671_B,219,"927,2115,2296,254,431,8,490,154,455,1926",10
832_C,554,"1210,1266,1455,841,1959,1835,499,1942,134,700",10
151_C,108,"158,1634,1284,580,2016,1641,908,1737,1377,74",10
450_B,1431,"1692,2530,1469,1374,30,1812,2221,2100,373,677",10
603_A,1993,"2215,1409,2044,762,831,2507,2221,1727,2403,774",10
1044_A,28,"1106,294,644,2218,2189,2311,1997,1434,1325,653",10
1000_A,891,"1143,1852,1048,2085,419,371,1624,1717,839,1610",10
1067_D,1757,"616,1942,392,541,2373,945,240,1093,762,913",10
542_A,2209,"1214,1282,1024,1975,2408,533,2252,636,840,791",10
782_C,1825,"371,1190,169,2223,1894,652,1374,2044,1130,1729",10
538_C,2302,"1939,293,1543,1408,1763,2248,2009,253,1814,841",10
323_C,1535,"1049,2114,1181,661,1256,14,1576,256,621,196",10
172_B,2376,"617,1125,939,634,2148,1179,2383,1365,1971,413",10
1168_A,1481,"1125,2488,1304,2289,1281,2009,2486,271,972,1572",10
1167_A,2550,"2173,682,1485,301,964,1628,862,1999,568,944",10
1701_A,1271,"1044,536,1854,1570,835,1128,315,1340,2490,1183",10
1144_C,948,"2158,1597,1937,1196,568,1939,673,1936,2252,1887",10
72_C,422,"630,1888,2424,420,1999,1494,25,1735,900,701",10
1215_C,1398,"336,25,739,937,831,2162,467,958,1529,1016",10
71_C,378,"2100,1543,1000,919,2054,1617,248,1688,1849,889",10
842_D,2308,"1599,1622,2429,1492,928,127,777,2136,250,659",10
91_B,265,"774,340,1599,1773,196,478,835,1821,465,969",10
1493_B,2140,"330,1012,45,79,1403,831,1631,2001,519,703",10
1159_D,1411,"482,2228,1435,1720,1032,2384,1049,1179,1164,703",10
551_B,2535,"2105,644,1271,155,2100,840,542,396,1972,1543",10
459_C,2132,"2382,622,2467,1704,2079,182,643,1784,605,1813",10
91_C,265,"1894,1576,1826,908,1994,244,403,703,2513,1268",10
1038_A,950,"1400,1525,1458,566,1024,403,2252,15,2001,713",10
1052_C,2446,"1377,568,2513,1552,908,774,2221,1702,1971,2340",10
376_D,1510,"779,14,1672,621,1278,2271,2175,2173,52,891",10
155_C,1788,"1815,2050,2226,1725,457,635,814,2490,2056,1686",10
108_D,583,"2070,1834,1051,1134,1648,1690,1119,673,202,1361",10
177_A,863,"340,1908,642,379,673,287,138,330,315,736",10
1437_C,1677,"312,30,745,2113,2110,1252,45,910,1763,1455",10
1627_A,790,"2291,2215,10,196,1650,1567,50,1702,2532,17",10
1109_A,142,"1160,141,1971,1942,1978,2049,1311,1493,1610,2502",10
29_A,1214,"1751,74,1432,1666,580,2402,536,2148,1057,1881",10
137_C,2095,"2173,1810,1972,2425,2080,1713,620,1773,2031,1570",10
1292_A,1102,"2032,915,919,2449,422,1576,1475,708,1340,1631",10
683_C,2576,"2148,469,1435,535,315,1814,947,403,1370,762",10
974_D,470,"910,2486,895,1279,383,1368,1304,1773,1056,2336",10
949_C,221,"942,153,1169,2044,1908,891,1363,1125,1408,356",10
125_A,583,"1097,849,1240,2358,779,256,1597,484,541,81",10
618_C,2361,"2158,2033,2074,777,1619,1692,1221,774,1578,2066",10
741_B,1834,"403,483,580,1190,1666,1506,511,1929,1091,1179",10
1325_C,1244,"1942,779,1544,1647,1128,215,878,2172,1282,50",10
1675_A,723,"1765,1194,857,1985,35,1897,2569,542,100,1570",10
1074_B,519,"661,52,167,2372,2131,1266,1093,2417,1692,1765",10
1267_B,639,"1964,1881,2267,2173,5,2518,1751,821,695,764",10
1006_A,2388,"2005,1851,2050,743,1944,1357,591,1408,603,2226",10
328_D,234,"1812,1408,2383,2001,1207,1711,15,1624,831,659",10
527_A,620,"646,644,1733,465,0,1271,625,2505,2508,2192",10
127_B,1743,"925,1049,263,582,1949,337,1475,1430,1238,1108",10
584_D,2226,"992,563,1086,1882,1725,1176,1683,1393,1148,1894",10
1841_D,1540,"2170,1624,907,1908,538,1143,553,1479,353,1621",10
1208_D,1945,"708,510,1512,905,665,141,1726,2184,1136,81",10
1793_B,1716,"1644,1231,947,753,1128,2306,56,2489,568,413",10
1179_D,972,"1252,283,570,1894,977,590,2493,695,2268,1729",10
1045_C,501,"1067,1015,1897,423,455,725,561,2278,1683,35",10
1088_D,2230,"2541,687,1494,334,831,1209,1458,580,2586,1666",10
428_B,2263,"1134,74,1125,1882,1325,1128,569,793,1939,1642",10
409_C,1707,"2184,1252,1886,867,534,2186,644,535,625,875",10
731_D,2583,"2086,535,1941,1942,403,1311,1814,2504,30,1435",10
300_B,197,"1560,1841,330,2212,1609,2350,2151,671,1208,1215",10
380_C,61,"1739,726,1359,2408,1619,2044,840,1692,2541,1939",10
369_D,1130,"1119,1206,727,1894,673,80,986,244,1558,1887",10
793_C,745,"2253,1937,855,2122,2560,51,153,312,2217,1325",10
350_A,2265,"310,2138,1920,475,914,1894,1910,1648,1093,2111",10
602_B,2199,"1142,2272,831,1282,372,347,624,777,901,941",10
1527_A,33,"2189,590,2453,642,755,2336,287,1231,789,992",10
677_D,1668,"2158,1971,653,1112,287,1554,591,721,2516,2148",10
21_A,2240,"2100,1599,857,1024,1093,79,1469,2114,195,1549",10
1120_C,751,"240,2422,1181,2175,580,838,1134,2221,2252,1044",10
869_C,1522,"1485,874,390,1978,22,1702,650,238,867,1035",10
385_A,620,"2225,31,2460,1767,1480,1733,1588,1047,434,215",10
68_C,882,"465,2513,1562,483,1112,2173,2311,1971,346,1599",10
347_B,1900,"2350,1939,820,1135,25,1093,50,45,1035,1196",10
272_B,594,"470,1370,1238,57,821,1942,1806,1026,432,2502",10
167_B,2053,"1971,1082,1078,2187,30,2532,2518,353,2488,1713",10
595_A,2112,"674,635,1478,312,1179,456,2510,2215,1515,624",10
168_B,2192,"1502,2552,1921,1634,260,2520,1999,1978,1567,1589",10
198_C,2132,"2066,1571,1206,30,161,1093,2449,441,1673,1543",10
267_D,1921,"775,947,960,2306,1716,672,1031,481,400,2541",10
704_A,1527,"2188,2490,635,515,2193,881,530,2137,773,1939",10
612_C,1024,"2547,1270,2017,2044,1894,1800,734,68,310,568",10
384_C,401,"2049,1751,840,2586,568,591,2232,1146,256,2422",10
1749_B,1632,"2074,2044,72,847,726,1317,1313,2133,1039,2541",10
238_C,1145,"2306,1881,563,312,210,2075,1576,1184,1311,2148",10
1710_C,1115,"60,755,1179,1293,536,2126,315,541,1644,941",10
969_A,1231,"959,2200,1031,1196,580,602,479,334,50,1274",10
905_A,1071,"434,2193,1282,1483,235,2158,271,2161,426,1997",10
1647_A,2122,"1666,58,240,347,1246,1245,2009,1294,894,937",10
154_A,1731,"1219,972,2100,1684,2434,1941,1999,2267,747,514",10
546_B,2297,"1623,1231,1091,2507,1522,580,372,2004,513,1809",10
1156_C,658,"2510,170,579,1999,25,69,1282,1485,475,310",10
592_A,1290,"875,646,927,1326,542,155,1445,459,1434,993",10
946_D,1348,"193,271,1773,2421,1897,840,2488,287,450,1907",10
1296_D,1884,"1435,1251,403,2248,2488,2148,1325,2349,627,1975",10
35_C,1965,"1039,1125,2133,1070,673,1515,2044,1908,2129,2074",10
400_C,2330,"72,2408,2144,2346,2481,822,2525,613,364,1759",10
227_A,1828,"2012,1119,15,1432,55,256,2028,2339,2167,566",10
1415_A,2361,"1221,2033,1692,1578,2158,2066,1637,1358,777,1152",10
170_D,2284,"2488,499,1231,2252,142,878,1971,1894,1576,840",10
439_C,1007,"2373,646,1308,1139,563,356,332,841,2518,927",10
753_B,1704,"2227,594,1951,1135,212,1128,481,2382,2365,2370",10
104_C,132,"2221,196,200,840,347,969,244,1562,1400,337",10
1196_B,1735,"1311,200,132,482,3,2474,1805,347,568,975",10
244_B,641,"1579,533,512,1284,2488,210,2518,947,315,914",10
279_B,2251,"2443,1886,1106,141,28,570,943,1879,241,841",10
1247_C,1854,"52,1831,2137,2161,1363,411,1939,1112,1999,1488",10
656_B,2576,"1887,2175,1672,1731,1485,66,223,2552,2349,535",10
1637_B,1937,"2018,373,1881,1130,2217,2425,94,580,1044,315",10
230_C,2039,"1515,800,774,403,2033,1485,45,568,1955,1529",10
1121_C,611,"2254,1024,2481,2001,2044,178,2200,1529,1742,1515",10
747_B,1701,"585,2486,594,271,384,1607,367,1610,1381,1849",10
419_B,1043,"204,1972,1939,1015,2072,1382,773,1065,444,642",10
158_C,1098,"2439,2048,650,761,1751,158,836,153,1818,1408",10
112_A,2093,"2518,1078,1999,1208,1807,1024,2541,934,609,2223",10
1395_C,585,"713,95,1003,1941,883,1672,68,1311,1570,701",10
1319_B,2494,"256,2022,2376,1672,413,25,2253,834,315,2085",10
628_C,791,"990,1807,1246,45,1241,1452,1431,1015,1035,1156",10
1836_A,111,"310,1791,582,1912,238,2536,1538,1408,2408,705",10
162_D,2198,"1124,1971,831,45,2395,2518,50,2164,1587,568",10
535_A,2119,"1799,1219,1218,1143,1008,1104,1152,1637,1941,69",10
1737_D,935,"1576,1277,1311,674,1294,1134,2173,1183,2490,196",10
1788_A,1428,"2346,2200,941,567,1004,315,2469,901,2158,1383",10
1512_D,2175,"2431,44,1383,138,1631,791,2323,403,580,1939",10
791_D,58,"2359,2247,2018,623,159,93,477,1244,2406,2415",10
393_A,1956,"1229,530,1292,262,1752,2250,1944,1302,612,1731",10
1597_A,1840,"1566,536,2469,1501,1599,2311,2263,861,479,941",10
691_D,704,"30,2514,1651,427,459,1746,1408,2136,1835,944",10
306_D,2306,"330,516,1179,1181,52,878,538,68,1323,1403",10
431_C,11,"1485,1125,1100,300,839,2262,917,1761,806,2505",10
914_B,1763,"1183,867,53,1634,1970,33,1325,51,1375,2394",10
69_D,906,"1015,248,1222,2340,1729,1091,1231,196,584,1211",10
232_D,1554,"1179,2038,2240,930,1093,1755,1473,1408,1324,1631",10
738_A,860,"1399,599,355,207,1997,2489,293,2423,1931,646",10
1330_C,1823,"251,399,624,1067,1910,1091,2252,2035,357,1887",10
1622_C,1458,"1972,291,238,2370,1056,2267,2184,1949,465,2518",10
1698_A,2284,"2381,420,2586,791,617,1435,1387,1576,941,240",10
1577_D,2505,"1294,1091,2449,2230,2074,403,2514,1485,1763,1282",10
854_D,1427,"1814,1266,2518,713,223,1765,502,2175,240,132",10
994_D,2412,"587,409,72,1954,1219,1408,1355,901,1809,544",10
955_A,1183,"1387,803,1769,1707,594,1832,229,2435,212,1111",10
1713_B,1051,"840,1670,1795,1320,516,1644,1066,1181,1,25",10
448_D,2520,"708,1933,2447,1834,57,1254,60,244,1919,337",10
1006_C,2197,"1944,2005,743,1408,2050,1851,2226,1271,2402,603",10
99_D,255,"1148,1333,2432,1543,793,1446,2311,791,312,857",10
1790_D,743,"1408,2188,2158,1959,1741,1281,35,814,2193,272",10
1058_A,2465,"2500,2148,226,2080,484,1773,57,1751,1318,947",10
267_C,2473,"1800,2306,957,1458,1781,183,481,1805,433,1941",10
62_B,352,"1323,2518,1485,123,2252,1729,1244,221,2065,390",10
595_C,247,"456,312,1478,674,1179,635,2449,1515,624,2510",10
405_B,2356,"2221,35,1975,1819,2271,444,2306,1292,1243,170",10
763_A,224,"708,891,346,1323,484,1908,2291,1834,2398,1133",10
1352_D,711,"1207,2044,733,2541,1881,1022,2009,580,350,403",10
896_D,14,"673,57,81,1576,91,1268,370,1735,1814,2422",10
510_D,1450,"625,669,654,35,2005,514,1097,1964,1886,280",10
245_D,531,"310,2039,840,1134,699,39,25,1035,2518,2167",10
5_A,686,"417,2044,1167,441,45,935,1012,635,157,1611",10
1853_B,133,"1214,1678,499,2291,1194,141,2518,330,1015,2100",10
26_D,1944,"1363,793,2508,2070,384,2291,1214,1974,196,1772",10
1851_C,292,"1820,1015,2344,1184,403,1799,2066,1549,1981,744",10
484_D,1608,"1999,2443,1815,1939,1065,1325,1481,1882,1881,2009",10
1460_B,2505,"2383,874,2449,1485,240,1814,2074,535,1628,2514",10
454_A,656,"1311,755,1244,2317,617,1908,403,481,699,2306",10
1207_D,638,"1284,1432,1181,1908,2399,376,1090,1311,1008,74",10
1664_D,1676,"2175,30,1692,2552,1361,673,403,969,759,2408",10
1357_C,633,"744,1593,579,59,1887,553,2579,835,937,1374",10
1398_C,383,"725,605,1654,182,2425,283,212,85,244,484",10
1453_B,2275,"1555,1917,2216,283,330,323,423,1760,622,1363",10
1549_A,152,"1282,403,45,2303,2235,1012,1494,568,2215,1181",10
1111_D,1123,"1515,749,2065,531,310,196,2530,1184,1078,699",10
1445_A,2319,"1587,1311,15,849,1751,727,1323,936,691,2541",10
1210_D,591,"2490,68,897,1304,1851,2161,226,1047,632,271",10
1186_A,2073,"1611,202,1241,1729,2136,2429,722,1538,169,1566",10
1426_A,915,"1983,1847,60,1782,964,2271,959,2248,1571,842",10
1439_B,285,"484,2541,580,791,1690,1134,736,793,240,1800",10
271_B,1927,"26,280,398,841,2174,673,1442,1047,420,1125",10
107_C,609,"1542,1637,1729,1424,2429,301,339,687,2373,1515",10
179_A,840,"1884,855,1890,1842,1403,2321,1960,566,1549,1680",10
494_C,2192,"1579,2138,2508,1682,120,2164,977,2151,2443,1311",10
413_D,159,"1611,2050,1661,2450,499,50,1671,1686,1830,2388",10
22_C,2408,"1514,2488,2217,299,1205,94,1244,1543,2533,1549",10
422_B,185,"1279,1765,423,1125,857,138,2443,1800,83,1480",10
504_D,1697,"2248,1144,1238,136,2500,594,51,2373,1944,1499",10
1111_A,1028,"749,1515,2065,196,531,1184,2530,310,699,1983",10
849_B,2413,"1182,1215,478,1035,2224,2033,1760,1942,2349,1282",10
421_C,1107,"1035,1435,1251,2553,1834,196,1051,2126,52,2048",10
948_B,228,"60,2395,749,2518,1971,499,310,1460,1135,663",10
252_D,1168,"2037,594,1112,1390,1904,2318,951,1691,1144,1323",10
1573_A,723,"204,625,1194,2423,1314,330,2569,2215,1703,1886",10
845_C,1886,"534,1985,2278,625,135,2250,840,1217,2161,1926",10
1788_D,1016,"2321,567,2200,2173,2469,901,315,1004,1383,739",10
1276_A,2261,"2177,2311,2511,1960,1570,2334,1488,2267,725,591",10
918_A,2273,"45,1751,1046,195,567,1179,1128,1441,68,1954",10
205_C,1708,"477,1035,1999,674,530,2252,786,1042,519,2258",10
616_B,52,"1244,2409,271,1592,2252,1644,840,1884,1311,830",10
123_C,1425,"15,1610,1672,94,2586,2221,2454,451,1387,113",10
1243_B,1572,"2232,1367,514,2424,1897,1025,357,1056,2371,1961",10
136_C,191,"1621,79,2530,1051,340,376,857,2200,479,2082",10
250_B,380,"1605,1078,1355,1983,1157,1576,779,2148,2248,2110",10
1298_B,2377,"256,1093,1214,2469,1941,1939,661,1543,1282,1251",10
353_D,2345,"2291,312,1972,1333,2452,1686,2188,2009,2158,2383",10
786_A,1184,"1622,347,1734,1076,72,1270,2308,2525,1759,2023",10
288_B,433,"1035,2034,1938,286,1920,2350,373,1031,30,1576",10
36_A,1680,"153,2277,483,1469,636,1181,2271,73,2148,1887",10
1598_B,2049,"1795,2306,1441,755,568,2019,1672,2203,1570,840",10
797_B,433,"593,774,244,1125,1049,2100,664,400,736,2070",10
1281_B,858,"634,840,1179,2386,1022,1282,2552,1128,1458,1549",10
837_A,1336,"481,256,1936,1093,1190,1558,516,22,1941,2350",10
645_A,415,"654,1683,2362,2266,2218,2174,943,2031,2236,1746",10
482_A,2365,"356,271,514,576,1434,422,1877,785,1505,410",10
1418_A,2484,"172,2223,381,1241,571,2311,1692,477,744,843",10
1414_C,570,"867,1882,910,476,2156,1765,2454,2464,625,2490",10
447_D,2087,"2402,1245,482,481,533,944,1214,1634,30,2274",10
607_D,376,"456,1822,1515,111,247,245,857,147,1478,1759",10
129_A,2093,"1128,944,937,1181,1078,569,2187,1093,195,1057",10
558_C,1755,"2134,835,2223,759,419,169,1578,688,896,2444",10
442_D,1628,"1408,944,2533,1078,481,964,2215,2469,477,1939",10
214_B,436,"196,2383,1190,715,2209,231,2277,1324,1181,153",10
913_D,2024,"1215,2403,2506,1068,1091,2408,1841,403,1586,45",10
1139_C,2554,"2394,554,612,1509,1302,2100,773,1766,991,1712",10
500_B,1411,"2518,2215,656,2381,2009,1942,2383,1128,1387,661",10
637_C,1708,"1183,855,1622,1611,1941,435,2199,774,2248,1908",10
214_C,436,"1432,2383,715,1190,2209,2277,231,1324,1181,153",10
352_D,82,"330,1282,2043,2303,2083,2221,1135,1239,1324,31",10
861_B,2024,"1362,153,1842,1814,1091,403,2408,352,1841,831",10
1126_B,1528,"1321,599,1344,2271,1266,2059,992,1224,2424,2060",10
376_B,1911,"1278,727,2215,14,2187,621,2175,45,52,2173",10
341_D,282,"2334,725,450,2278,2521,1656,0,1212,85,1368",10
140_A,838,"1049,1808,331,1093,1950,621,220,1999,2408,1469",10
793_D,1386,"1970,530,1648,1325,1989,1729,51,1585,1751,761",10
301_C,2334,"2454,236,8,272,1539,1117,1333,1015,2443,2105",10
62_D,2159,"831,390,221,1179,1894,2074,123,2518,444,1006",10
1857_C,2198,"123,1587,178,478,589,1873,2158,831,1634,50",10
1610_B,668,"2215,739,1637,50,417,1529,659,2162,358,986",10
15_C,71,"2383,1646,773,2044,2560,1954,2312,192,2311,2283",10
1279_D,2252,"2306,1179,1111,2183,976,1644,2303,1387,1093,1672",10
289_A,350,"242,2200,2449,1800,22,840,30,1024,2178,15",10
1228_A,55,"1282,2382,31,51,2221,621,2303,1135,1755,1003",10
385_B,1363,"1125,423,2225,1044,1767,1588,1733,2036,434,1047",10
497_D,226,"2365,1612,2564,1224,1587,1971,1488,2340,68,1128",10
1462_C,1032,"1251,2405,1887,2158,2017,499,1941,1125,1128,699",10
571_A,1861,"1404,1981,1248,619,2515,779,1673,2148,2303,2305",10
66_A,980,"90,1361,2525,424,2046,1805,2217,2330,2044,566",10
353_C,584,"1545,1333,2452,312,1972,2009,1686,2188,2158,591",10
366_A,2332,"649,570,635,1814,1169,2193,312,2517,591,1712",10
1359_A,814,"867,725,2192,764,2267,570,2161,2443,1942,2522",10
1275_A,1997,"2156,465,2382,992,1202,2232,1939,451,1368,241",10
1490_D,1530,"835,1311,161,1435,11,1047,2184,991,2303,330",10
781_B,1687,"2541,1897,1783,2394,2236,640,515,1184,2443,2284",10
1127_C,1593,"1134,2291,820,1246,2429,1980,2078,2406,964,1812",10
601_D,1746,"2289,1097,2215,1128,725,977,2248,141,2522,1802",10
259_D,161,"2306,536,356,2172,1983,1692,793,1814,1765,52",10
1424_D,2579,"1749,2073,1,1241,1637,2311,1692,1251,2170,2061",10
451_A,315,"60,1049,373,231,2383,944,2475,14,2009,2028",10
244_C,533,"519,512,1284,2488,947,210,2518,914,1515,22",10
805_D,1155,"538,2387,93,2247,2359,774,1001,579,2148,662",10
635_B,599,"1483,1543,1764,2495,2158,569,2031,514,1951,2311",10
1535_A,1202,"87,434,236,1764,2121,654,2236,134,1481,2339",10
878_D,2395,"2200,1941,2033,1729,1004,567,2100,1282,699,736",10
748_C,1783,"2337,731,271,1550,2063,2336,841,618,470,2182",10
207_C,373,"2098,73,2131,1004,2046,2422,1682,256,14,2408",10
436_D,971,"2306,2173,356,353,602,580,511,1696,1205,1054",10
545_A,1902,"1183,348,443,1485,762,737,2317,196,963,1067",10
1040_D,1540,"1184,609,1680,835,2147,1048,353,888,1479,2373",10
185_C,1561,"1773,1823,2075,444,2278,1702,791,750,68,221",10
500_A,1716,"1093,2215,661,1128,1644,2381,1387,420,617,2518",10
686_A,1308,"1071,2083,1457,2267,1135,251,2370,621,444,2469",10
914_A,1686,"1847,1382,2267,857,639,2106,1065,304,935,515",10
452_C,807,"403,1576,1728,465,79,334,1826,1430,930,553",10
859_A,1924,"1439,966,1558,1881,245,1941,347,1900,499,1432",10
1059_C,409,"874,45,1727,1379,1384,175,2009,1157,1576,736",10
632_A,1582,"579,195,2221,1707,1102,2553,686,1847,1887,835",10
631_A,557,"775,1231,553,835,812,1939,520,2217,199,882",10
1776_D,1532,"1176,271,111,1565,1020,642,1589,1387,114,1110",10
94_B,1388,"753,315,1971,330,1765,969,1097,499,568,566",10
1621_C,2336,"2516,2300,1488,1997,1931,992,1729,595,1461,100",10
299_B,1839,"1244,153,2383,1183,662,891,1049,1670,248,791",10
226_B,1291,"1020,200,256,1412,594,967,2301,141,1181,966",10
676_A,954,"1429,672,1469,1294,1044,713,74,891,969,2340",10
657_B,2375,"1435,1765,52,285,937,2212,251,1215,2431,1170",10
1204_D,772,"2267,85,423,530,1917,1570,455,620,465,992",10
1818_C,1358,"1243,172,1125,2398,1081,1894,916,353,1134,1374",10
1072_C,864,"2351,135,1271,323,2232,867,570,2036,465,1725",10
1705_A,1536,"1258,1318,306,2238,1960,2394,1648,229,1065,1150",10
814_C,54,"2187,60,388,1282,568,580,1971,251,1033,1057",10
660_C,130,"2465,727,1541,2124,1128,2014,81,536,2586,1266",10
102_D,398,"2072,1065,1983,1179,2029,541,110,1683,435,410",10
303_A,2056,"1547,1289,1230,790,1175,2531,808,649,1015,1788",10
1756_C,1756,"1692,90,2308,1482,427,1076,1637,659,2033,2154",10
870_A,142,"1971,1254,85,2541,1240,1025,2049,1773,2009,1224",10
1578_C,303,"1566,2271,1666,2422,1020,74,1214,1554,633,1676",10
116_D,2173,"1621,907,659,986,2402,1644,2533,68,1812,371",10
559_D,527,"840,2570,2072,2302,841,2156,517,1325,584,2009",10
703_D,451,"821,1097,1229,2365,620,2460,599,1721,51,396",10
259_B,737,"356,312,536,878,1408,1765,2272,1814,699,2034",10
1316_C,2512,"553,2221,580,1781,1552,373,1284,958,1134,452",10
610_C,922,"2475,196,1610,2311,1562,742,1599,1554,1112,483",10
689_C,623,"170,1894,80,81,579,1205,1939,2272,840,2154",10
1224_A,1505,"431,33,1149,2218,1835,570,2508,85,1483,1067",10
253_B,1707,"875,841,1325,535,2036,2271,2278,1219,2267,1229",10
480_C,126,"1981,959,944,2518,2151,1460,227,2044,2002,1971",10
770_B,1976,"1218,419,1729,346,232,546,1181,435,820,779",10
391_C,556,"1444,1978,1572,0,1049,2248,2394,2432,515,2486",10
50_D,964,"1887,1078,544,1183,2092,1867,774,2172,394,2546",10
491_A,2066,"1523,1566,697,1916,907,779,381,1152,6,975",10
1359_C,2193,"2267,1586,867,2443,1847,2060,2009,473,764,2192",10
230_A,1596,"800,1515,774,568,45,1485,49,1529,1955,403",10
280_B,1480,"420,2486,992,2037,2454,580,281,1660,2161,1612",10
1115_B,540,"2278,1728,2058,2384,774,200,1239,676,2042,742",10
1180_A,179,"1972,1049,640,780,1456,644,1139,165,2278,212",10
321_B,974,"2422,1941,1814,1051,210,1680,35,2027,2567,2519",10
1115_C,540,"2474,2245,2502,200,94,676,2408,774,2541,1972",10
1546_A,154,"829,1964,808,1281,695,2193,1685,1565,1612,1913",10
598_C,61,"847,1619,1729,2541,1359,1611,2044,1317,72,1515",10
544_C,2210,"2424,2520,271,2232,35,2014,1612,1543,1868,773",10
1296_B,1884,"580,2504,627,1975,1941,2161,1251,2148,1078,2488",10
344_A,2514,"417,814,1628,1035,634,1206,2050,536,1562,2074",10
428_C,414,"1125,74,1939,2215,569,1266,1134,1128,183,1325",10
846_D,488,"1628,2001,2469,1958,1093,153,403,779,1403,2172",10
931_C,1091,"1184,930,1644,200,939,65,2252,1370,162,330",10
1_A,2142,"1773,172,954,1190,1479,2223,1218,1971,1978,1156",10
1064_C,233,"499,559,2311,1942,2031,1292,2507,1729,841,1481",10
1101_B,624,"1350,1093,1847,1975,68,1908,1478,2430,2320,111",10
65_B,2316,"2291,141,1566,2020,729,346,340,332,1871,1697",10
314_D,1046,"1125,1722,72,1999,419,662,1441,2009,170,944",10
45_A,220,"2085,2173,1908,138,244,1254,1672,1894,1024,2532",10
1064_B,233,"455,1942,2311,559,2507,2031,1292,1729,2050,1481",10
397_D,134,"1814,182,992,1879,1187,991,1179,280,83,2146",10
181_A,2435,"287,2004,2492,379,580,1389,1111,365,312,568",10
1732_D,1939,"2518,2552,662,2215,744,2383,1717,444,513,2248",10
203_A,1658,"1391,1887,2184,1202,1485,1183,1453,2353,1071,1760",10
1484_D,66,"2172,1565,2001,312,1311,1731,1266,2187,580,251",10
51_A,779,"2200,231,447,1881,662,937,1670,49,403,45",10
514_B,1985,"746,1302,2193,2044,1814,2450,2402,372,1707,1671",10
1615_C,1004,"1435,240,1614,2469,1057,340,1125,1196,2349,1254",10
1531_C,912,"2005,1746,1292,1683,867,262,2278,1944,1500,1791",10
1251_A,1641,"1091,483,1044,373,2340,673,558,14,2408,2001",10
1118_A,293,"157,1065,2291,1167,2110,1686,449,1284,266,1939",10
818_D,2458,"1134,240,2021,674,1692,1751,435,2344,840,347",10
