query_id,content_id,hard_negatives,hard_negative_count
335_D,1338,"1387,2494,1999,2306,1066,1773,1634,2278,1978,1972",10
780_A,106,"551,1719,1752,1348,85,2493,2394,1851,1370,2432",10
162_B,1225,"2198,2426,1306,1966,2457,461,732,377,1998,1555",10
48_A,617,"657,879,2530,2098,656,77,2270,2389,1026,2285",10
1459_D,2055,"189,1619,394,1035,2187,2278,2350,579,2002,1634",10
735_A,1527,"935,2283,1117,2204,1148,743,2072,686,1802,1565",10
1161_C,669,"2105,590,1835,695,867,2397,686,2388,1780,459",10
1168_D,2354,"1481,1265,556,821,561,141,1543,769,95,1370",10
319_C,975,"1134,1360,2001,1190,1181,1024,153,2541,2278,561",10
474_D,1871,"838,2372,2070,418,2240,1432,1755,1666,2277,265",10
1281_A,1226,"858,1011,488,2051,561,2278,2100,2158,2173,1972",10
559_B,527,"423,2394,570,2423,1176,294,85,2104,270,1851",10
216_C,2037,"585,182,1868,1937,1425,977,1389,2357,1917,287",10
1578_A,2157,"303,1233,1420,2077,2291,1268,1219,1266,930,1274",10
559_C,527,"423,2394,570,2423,1176,294,1279,1851,85,2104",10
371_B,1779,"860,740,1242,1281,821,2267,1056,2334,1633,1061",10
766_B,1560,"2166,2297,2024,2343,2501,932,1457,1219,1702,561",10
668_A,2152,"1264,375,2069,1186,1364,1823,2368,377,2457,390",10
484_C,207,"1608,338,450,43,1678,2007,870,1837,1959,2348",10
253_A,2365,"1707,725,625,1897,415,1192,1192,356,793,51",10
1530_D,2085,"1172,261,1416,1360,2143,2326,74,346,373,1666",10
1711_B,1803,"49,811,1924,1766,2539,265,1755,2070,2436,2142",10
1058_D,283,"2465,1541,1949,101,1475,2508,26,282,1584,2014",10
1766_C,38,"811,129,1590,1219,561,742,1729,1266,2278,1017",10
90_A,2218,"2137,927,235,154,451,1505,356,793,2397,635",10
358_B,1419,"680,1149,2102,1425,1368,280,434,1707,1588,287",10
1865_C,2442,"1258,1500,975,1074,306,1382,293,1117,1318,1498",10
44_B,1970,"646,1176,1279,2423,1851,2394,2189,517,1180,2106",10
1579_A,417,"11,2095,1586,2132,600,2492,989,1674,2443,1603",10
351_A,909,"2316,64,2445,1444,823,484,1219,1012,478,1729",10
22_B,1408,"2408,941,1634,175,488,2051,1773,1978,1972,2278",10
733_D,138,"339,1378,1171,358,561,2173,2278,568,2311,2100",10
1570_C,617,"879,2530,2098,536,656,1026,2270,2389,2285,458",10
698_A,1280,"317,1812,1980,1463,1914,2364,1575,1794,1563,1409",10
589_B,528,"485,1454,131,219,1192,773,464,1907,1426,2106",10
642_B,2549,"628,319,519,2240,2581,688,1755,1766,265,1256",10
1720_B,1473,"505,995,817,2110,2260,2038,239,1950,1219,1689",10
1751_A,1157,"1817,1105,1705,399,1809,1764,1219,857,1972,2278",10
1414_A,2104,"570,294,1426,235,1509,1370,515,527,423,2394",10
1562_C,1119,"1852,1566,217,2135,1634,1978,1773,1972,2278,1282",10
1614_D,2282,"401,165,2573,57,1499,1896,2500,432,2184,379",10
83_C,1744,"1988,37,1591,123,663,1876,2390,1529,1165,739",10
1150_D,256,"2530,1999,656,2586,1971,1049,835,1729,2221,1219",10
1472_B,1078,"1908,2278,2311,2340,1773,1978,1972,1634,1599,831",10
1045_A,1738,"501,404,718,809,1450,1450,1819,2455,1970,1279",10
282_D,2493,"1917,2102,1041,2394,2432,85,1851,1370,2174,2106",10
435_A,1805,"1400,481,1361,516,2306,1978,1282,1773,2278,1435",10
796_D,446,"2352,1346,2316,66,15,2175,1012,484,2541,1881",10
156_D,606,"1104,1540,120,1130,2178,1075,2034,2484,825,1142",10
848_B,842,"1950,1356,2505,200,995,505,1473,2003,2110,2038",10
730_A,302,"2238,1955,1914,308,659,2190,856,2138,2023,1396",10
1617_C,1621,"609,1976,2399,381,1152,1156,2278,1578,1241,1576",10
1082_C,602,"974,1800,1597,82,1012,947,1219,2339,136,383",10
536_B,1602,"1488,1635,1704,439,1937,585,561,992,1543,591",10
2_D,1073,"1287,365,2151,1923,632,1059,2278,188,561,591",10
1119_C,1547,"549,915,1167,1422,666,1491,1183,2050,2507,1725",10
1595_C,1519,"300,275,1583,1887,1731,1603,1674,1586,2492,989",10
671_B,219,"2189,599,1202,725,1886,1851,1970,2394,1279,517",10
832_C,554,"253,746,648,910,1984,877,192,996,457,2583",10
151_C,108,"692,1115,1569,558,1411,672,1631,1716,713,52",10
450_B,1431,"493,1142,20,1492,1166,169,774,1549,1048,1773",10
603_A,1993,"2111,2297,507,2249,2166,1560,1457,2024,2343,2151",10
1044_A,28,"464,2341,2499,241,1907,1426,455,773,35,1087",10
1000_A,891,"353,885,1562,403,1755,167,1540,2398,1593,633",10
1067_D,1757,"1616,2094,1793,2279,1260,2364,1914,1794,1132,437",10
542_A,2209,"1834,661,196,73,1091,68,2519,1219,1773,536",10
782_C,1825,"2021,1918,606,1358,2363,1057,749,1469,50,2278",10
538_C,2302,"2415,660,1550,1357,1527,545,304,686,398,584",10
323_C,1535,"418,2372,1904,2436,2240,2581,1755,1432,1666,838",10
172_B,2376,"936,1240,2475,2513,849,736,1507,81,672,2472",10
1168_A,1481,"2354,1265,821,556,1586,561,141,1543,769,1370",10
1167_A,2550,"526,2333,205,1870,1230,1422,1183,915,2050,2507",10
1701_A,1271,"1741,1733,1229,1686,1763,1854,561,1219,2278,1944",10
1144_C,948,"729,27,2445,2087,2093,835,1219,1311,1729,857",10
72_C,422,"2113,2083,2508,2443,898,1810,287,642,1219,1285",10
1215_C,1398,"424,2123,854,619,1054,712,2278,561,2311,1972",10
71_C,378,"1887,2435,1102,2416,2443,2508,1029,600,1586,989",10
842_D,2308,"1715,1542,2242,760,2368,2073,1424,679,579,1840",10
91_B,265,"1735,167,3,1755,1012,1044,1971,2070,1881,2248",10
1493_B,2140,"1259,2359,2512,706,15,2306,987,2518,561,1999",10
1159_D,1411,"558,939,1569,1552,108,2220,1821,2475,2513,2139",10
551_B,2535,"1703,1290,2521,5,872,864,640,921,1707,2251",10
459_C,2132,"600,417,574,2550,526,2492,989,1674,1586,2443",10
91_C,265,"1735,167,3,1755,1971,1044,1729,2070,561,2142",10
1038_A,950,"1179,443,2081,2239,737,299,161,2278,1729,2507",10
1052_C,2446,"1410,2250,271,1882,2296,713,672,1631,52,2317",10
376_D,1510,"2143,1911,2359,1259,638,107,107,74,373,911",10
155_C,1788,"2332,1883,2450,1175,396,305,2388,2353,2197,867",10
108_D,583,"2143,2119,911,1153,1416,974,74,315,373,1432",10
177_A,863,"742,981,855,957,1937,1219,857,2278,561,1729",10
1437_C,1677,"691,1177,2319,397,365,632,1059,188,2151,1200",10
1627_A,790,"1585,2286,1802,653,991,989,1731,2507,1037,489",10
1109_A,142,"1055,104,1198,1411,1716,561,1821,1044,1882,2513",10
29_A,1214,"811,2530,256,334,38,1937,1219,1729,561,2278",10
137_C,2095,"11,1586,417,2318,1488,1139,561,642,156,2443",10
1292_A,1102,"378,1887,1602,989,2507,600,1029,1586,1219,2318",10
683_C,2576,"2583,1969,2557,586,1618,1884,484,183,2489,478",10
974_D,470,"797,576,2041,1990,1572,1836,883,226,1877,2210",10
949_C,221,"806,2208,1986,499,644,624,1646,1302,372,312",10
125_A,583,"2143,2119,911,561,2586,2247,240,1999,2291,2311",10
618_C,2361,"800,1955,2503,2138,1786,658,1396,2368,1759,2191",10
741_B,1834,"68,196,759,553,835,661,2519,1219,1729,536",10
1325_C,1244,"2504,2321,1708,539,22,1078,60,1773,1978,2278",10
1675_A,723,"1613,651,297,398,2040,1219,793,1325,2394,1851",10
1074_B,519,"91,1614,1554,2150,710,1666,2215,1610,2277,1432",10
1267_B,639,"1071,235,2219,793,356,0,2300,1942,1707,1194",10
1006_A,2388,"2197,305,1788,2450,1175,2332,877,2353,1883,396",10
328_D,234,"1909,1514,997,1887,1280,2134,1048,1773,1978,2278",10
527_A,620,"1669,1906,2516,2106,1570,1942,33,1363,280,1707",10
127_B,1743,"1499,401,1849,900,1701,1896,2500,1381,130,1099",10
584_D,2226,"229,134,1047,2194,398,304,1357,700,1790,1565",10
1841_D,1540,"606,633,79,2142,143,2398,1593,1469,80,59",10
1208_D,1945,"2145,2032,2437,1559,1530,2492,1603,2526,218,179",10
1793_B,1716,"1115,1720,1552,2220,1213,81,2376,1821,2475,849",10
1179_D,972,"1989,591,2113,1281,1425,1543,1370,465,141,2106",10
1045_C,501,"1738,809,718,2466,1450,1450,1819,2455,1970,1279",10
1088_D,2230,"2487,391,68,636,1219,835,1729,1278,1091,857",10
428_B,2263,"414,146,524,2415,2010,2042,909,484,1012,1881",10
409_C,1707,"699,1321,2370,2365,309,725,1997,356,793,635",10
731_D,2583,"2576,1618,2489,183,478,1884,1427,484,561,1881",10
300_B,197,"758,1489,1021,2410,2457,561,857,377,1128,2278",10
380_C,61,"39,1341,1270,1973,1730,1383,145,2092,1622,2023",10
369_D,1130,"347,606,1540,1128,74,969,1219,1017,561,1266",10
793_C,745,"1386,949,1340,2427,55,55,992,2269,1543,269",10
350_A,2265,"604,2364,724,2325,1511,2065,344,1132,1222,2548",10
602_B,2199,"1057,2458,1804,2429,2154,2173,50,2278,69,749",10
1527_A,33,"1942,1363,1570,410,620,1669,2106,280,1906,1326",10
677_D,1668,"1357,982,1455,1678,2560,835,304,1815,759,2072",10
21_A,2240,"2142,2068,2372,1871,1606,1666,838,1432,1755,265",10
1120_C,751,"199,1284,506,577,1639,107,1666,74,373,911",10
869_C,1522,"2006,650,1561,2259,2343,1560,1502,2159,377,1015",10
385_A,620,"1363,33,2516,1906,2106,1570,1942,280,2300,1790",10
68_C,882,"1494,807,49,922,868,1735,1388,1044,265,156",10
347_B,1900,"1205,1890,1544,1374,835,1278,2507,1219,68,2221",10
272_B,594,"47,1303,1475,1654,1412,1312,1234,283,1949,2465",10
167_B,2053,"2109,1103,2035,671,388,388,2323,1282,1135,1435",10
595_A,2112,"247,2039,145,329,1033,658,914,2023,531,1396",10
168_B,2192,"1310,631,1767,491,86,503,1932,2344,377,650",10
198_C,2132,"1230,486,574,2550,526,2514,784,1183,686,1219",10
267_D,1921,"2473,2524,1884,580,960,466,27,561,1219,330",10
704_A,1527,"935,2283,1117,2302,2415,1565,584,686,304,2204",10
612_C,1024,"1181,1360,1134,1634,975,980,2481,153,2278,2541",10
384_C,401,"1743,1499,1896,1868,925,1389,977,1219,287,182",10
1749_B,1632,"61,2133,1270,1320,1673,145,2191,2023,1033,1622",10
238_C,1145,"1577,1416,2326,466,1921,1219,561,1599,1773,2488",10
1710_C,1115,"2472,1720,1716,1394,2126,834,81,713,672,1631",10
969_A,1231,"2119,1471,2408,697,1805,941,1282,947,1135,1435",10
905_A,1071,"2454,599,532,1964,1202,1942,1707,639,640,33",10
1647_A,2122,"1875,190,1589,2018,479,1680,1680,2586,1277,2278",10
154_A,1731,"747,2057,902,1415,1585,1674,989,2507,2492,1603",10
546_B,2297,"507,2343,1560,1993,1211,1457,2024,2151,2249,2546",10
1156_C,658,"1822,122,800,1786,2112,914,2023,1396,531,2138",10
592_A,1290,"1250,1188,921,2535,872,864,1703,2251,640,2521",10
946_D,1348,"85,2432,1480,899,551,1370,1041,515,2174,2493",10
1296_D,1884,"301,923,945,2576,2583,484,183,1219,561,1881",10
35_C,1965,"1973,61,2039,1756,800,39,329,145,1622,1270",10
400_C,2330,"1675,739,2033,1379,1605,399,2162,1529,2254,824",10
227_A,1828,"214,1682,1660,561,240,2278,2469,1999,1219,2148",10
1415_A,2361,"1955,2503,2138,800,1320,1396,1759,2368,2191,145",10
170_D,2284,"1631,672,713,215,1293,2377,81,1716,52,2317",10
439_C,1007,"1399,926,2355,1940,1009,1877,561,2261,1687,576",10
753_B,1704,"1849,7,439,1635,2500,2127,1386,179,1896,62",10
104_C,132,"969,1451,2577,2042,2539,1206,1729,1388,1219,1735",10
1196_B,1735,"265,1388,1044,2070,1729,156,2142,2068,2475,484",10
244_B,641,"533,389,636,298,391,1972,835,1219,1978,1773",10
279_B,2251,"1188,921,1250,1290,1703,2535,2521,640,776,5",10
1247_C,1854,"1686,1271,2193,814,1733,1741,1944,1661,1763,530",10
656_B,2576,"183,1969,2557,586,1427,1884,484,1881,2583,1032",10
1637_B,1937,"1435,34,1282,863,742,1682,1219,1660,561,2278",10
230_C,2039,"1596,2132,1965,800,1756,2191,914,2023,531,2112",10
1121_C,611,"1898,1332,1383,2431,1403,1730,2481,1978,1773,2552",10
747_B,1701,"2436,1448,2070,900,1743,576,1943,1842,287,2564",10
419_B,1043,"1959,1083,2557,1618,2576,1370,192,648,1783,535",10
158_C,1098,"1306,732,1966,1264,397,2551,2457,377,1623,2151",10
112_A,2093,"1542,916,934,1589,2579,1841,561,2278,1207,579",10
1395_C,585,"1868,2037,182,1425,1937,433,977,1389,2357,1917",10
1319_B,2494,"1338,114,2183,2027,1524,561,2586,713,2278,1773",10
628_C,791,"1847,1999,2009,1972,2154,1057,50,1243,1128,1515",10
1836_A,111,"965,741,1409,148,2309,164,2257,2367,1794,1511",10
162_D,2198,"1225,2426,1264,1966,2456,461,732,2457,377,1998",10
535_A,2119,"687,511,795,1082,202,1218,774,1166,169,1909",10
1737_D,935,"833,1527,2283,1117,1668,618,2278,982,304,519",10
1788_A,1428,"1016,242,222,2130,1708,2395,22,1244,874,840",10
1512_D,2175,"657,2316,2017,909,1881,1032,2306,987,561,2518",10
791_D,58,"1155,1046,339,986,2273,1378,138,1171,1207,561",10
393_A,1956,"2555,912,1117,1853,2360,1382,293,204,646,2283",10
1597_A,1840,"127,136,1609,1208,722,314,2441,400,593,1038",10
691_D,704,"1651,1151,850,1870,1604,1272,2514,549,1547,1183",10
306_D,2306,"1516,987,1941,1672,15,706,561,1999,2518,2221",10
431_C,11,"2095,1586,417,918,862,766,50,1219,499,312",10
914_B,1763,"1661,1686,1741,1271,814,1746,1685,1707,1944,561",10
69_D,906,"1653,2166,1560,1910,148,561,2024,1219,1765,2100",10
232_D,1554,"59,1610,1693,109,331,519,2215,266,243,1267",10
738_A,860,"1488,1640,421,105,532,1007,1056,2106,1877,0",10
1330_C,1823,"2069,375,390,377,2198,1264,2152,2457,1998,392",10
1622_C,1458,"1924,49,25,1543,1543,1219,2443,1308,2508,1586",10
1698_A,2284,"1293,672,713,1631,2376,936,81,52,2317,1716",10
1577_D,2505,"187,68,1096,2519,1954,1645,1520,1210,273,1219",10
854_D,1427,"438,260,2489,183,2576,484,1881,2583,1032,1012",10
994_D,2412,"1272,2330,1359,1402,2033,2162,399,2187,1035,824",10
955_A,1183,"23,2050,865,719,2318,1029,1586,2443,1102,2508",10
1713_B,1051,"2125,1577,1628,2272,944,1845,1458,1378,1814,1549",10
448_D,2520,"2547,1429,1088,1890,832,2349,383,1219,1772,136",10
1006_C,2197,"2388,305,2450,1788,2103,2332,877,2353,1883,396",10
99_D,255,"545,1815,1351,1528,137,2302,2415,535,398,648",10
1790_D,743,"2090,2204,2072,1712,1292,2345,584,1671,1565,1802",10
1058_A,2465,"283,1541,1949,101,1475,2508,26,282,1584,2014",10
267_C,2473,"1921,2524,1792,2582,2202,466,27,561,1219,330",10
62_B,352,"1068,2159,1457,1561,1094,1364,1186,1560,2249,2024",10
595_C,247,"2112,2039,1313,2206,1596,658,914,2023,531,1396",10
405_B,2356,"1646,498,2061,181,105,499,1015,312,372,1219",10
763_A,224,"2425,1697,1345,583,510,492,265,1755,688,379",10
1352_D,711,"2375,1332,22,345,60,1634,561,2173,1814,2278",10
896_D,14,"346,24,710,2291,1110,1219,1834,536,1729,553",10
510_D,1450,"718,809,2455,1738,501,644,1279,1970,590,793",10
245_D,531,"2206,1313,2023,1596,1822,1972,1773,1978,1195,2278",10
5_A,686,"454,478,1065,996,1520,305,2353,459,1252,2388",10
1853_B,133,"1114,2542,1749,1933,1663,159,1252,1971,590,2072",10
26_D,1944,"2316,2474,1686,814,1854,2301,141,530,1012,1219",10
1851_C,292,"1786,2368,800,1632,261,1396,2278,804,1759,2023",10
484_D,1608,"207,338,2348,1903,313,2007,870,450,1837,1959",10
1460_B,2505,"187,68,1096,2519,1954,1645,1520,1210,273,441",10
454_A,656,"1026,575,458,2285,879,617,2389,2270,931,940",10
1207_D,638,"1510,2051,1247,1976,381,561,2278,2586,2311,2100",10
1664_D,1676,"171,2384,44,349,937,1235,911,1323,908,703",10
1357_C,633,"1540,79,606,2488,891,172,1566,749,1119,1048",10
1398_C,383,"332,2544,1832,694,1436,76,1456,1772,2502,1617",10
1453_B,2275,"2427,1014,1873,836,745,761,2416,2426,1340,1488",10
1549_A,152,"2461,1869,1305,2444,1622,1449,399,1219,2448,2278",10
1111_D,1123,"1028,901,1867,1517,1972,330,1219,2278,1300,50",10
1445_A,2319,"1098,691,1677,397,2457,377,2151,1998,365,1623",10
1210_D,591,"1813,972,872,2464,110,1543,992,561,1067,1386",10
1186_A,2073,"2308,2242,760,1715,495,2154,679,1424,579,2278",10
1426_A,915,"1167,719,2050,1422,1782,1725,996,1183,1219,441",10
1439_B,285,"2203,1730,2346,1773,1978,1634,673,1972,831,2278",10
271_B,1927,"2241,192,206,402,1370,515,1783,2025,1219,1318",10
107_C,609,"839,1008,1621,2399,1976,1648,2173,561,2278,1156",10
179_A,840,"399,2412,1999,1634,1170,271,1814,580,561,438",10
494_C,2192,"1310,631,1767,491,86,503,1932,377,1128,650",10
413_D,159,"590,1333,653,2353,71,1985,1252,2072,1325,686",10
22_C,2408,"1408,941,2217,1805,488,2051,1634,1773,1978,1972",10
422_B,185,"905,291,1796,1060,556,1265,1951,561,1543,851",10
504_D,1697,"224,1191,2263,1316,510,492,141,265,2080,379",10
1111_A,1028,"1123,1193,901,1867,1972,330,1219,1300,2278,50",10
849_B,2413,"1332,1298,755,1244,1219,2402,840,2546,874,2565",10
421_C,1107,"443,2149,1650,1902,1179,299,2246,2507,161,2278",10
948_B,228,"2264,2273,1241,2278,126,126,1978,1773,1972,2402",10
252_D,1168,"2436,2372,1701,2070,866,379,265,1512,1755,141",10
1573_A,723,"297,651,398,2040,323,1613,793,1219,1325,2394",10
845_C,1886,"219,2486,1194,97,2189,1851,1970,2394,1279,1176",10
1788_D,1016,"1428,242,2565,22,2546,2395,2375,1244,874,840",10
1276_A,2261,"1836,1877,226,576,1007,1851,270,789,2394,2432",10
918_A,2273,"1074,2002,1241,1190,234,1619,339,2278,561,2187",10
205_C,1708,"955,90,2375,539,1814,1634,1403,1626,2431,2173",10
616_B,52,"1631,672,713,1093,1720,2376,849,2475,936,142",10
123_C,1425,"1868,1752,585,2037,281,1389,977,1917,2357,182",10
1243_B,1572,"797,2155,470,1990,1836,576,2261,226,1877,2210",10
136_C,191,"1597,757,1855,1470,1800,1400,1814,2173,774,568",10
250_B,380,"1460,409,1876,539,1402,1605,2390,1529,739,663",10
1298_B,2377,"1720,1411,939,2284,1631,713,1716,672,52,2472",10
353_D,2345,"584,1565,1996,1671,743,2090,867,686,1835,1252",10
786_A,1184,"1538,1761,353,1976,1237,1156,2278,1578,419,561",10
288_B,433,"1792,160,1400,1597,64,1435,835,857,2469,1294",10
36_A,1680,"267,1644,2586,2085,346,1641,2046,1284,68,2278",10
1598_B,2049,"1760,2054,2446,902,2374,54,388,2469,1587,561",10
797_B,433,"160,1400,1597,2037,585,314,748,857,1781,1805",10
1281_B,858,"1226,488,506,2417,561,2278,2100,2158,2173,1634",10
837_A,1336,"1090,186,1361,2087,2488,835,1219,1729,1311,2221",10
645_A,415,"1791,2365,625,1897,1176,97,1851,2486,1194,1970",10
482_A,2365,"625,1897,415,2336,2454,1791,701,1707,280,434",10
1418_A,2484,"984,1142,1841,249,659,2034,1209,493,1624,687",10
1414_C,570,"2104,294,293,1318,1509,1370,515,527,423,2394",10
447_D,2087,"1085,1651,199,2488,948,835,1219,759,1278,1729",10
607_D,376,"308,2379,579,394,2092,1622,2112,2023,531,914",10
129_A,2093,"1648,916,934,1589,2087,2488,835,857,1219,2278",10
558_C,1755,"167,1044,838,265,2398,113,1540,1593,80,59",10
442_D,1628,"1845,1051,1983,2272,2125,1577,1378,561,2396,1729",10
214_B,436,"1644,1641,2046,2377,1630,2098,2586,519,536,1834",10
913_D,2024,"1457,2538,2166,1560,227,2249,561,2343,1502,1219",10
1139_C,2554,"2345,1671,184,226,465,584,2072,1565,743,2204",10
500_B,1411,"1716,936,939,1569,1552,142,1240,81,713,1631",10
637_C,1708,"90,2375,539,2481,1730,2278,1576,579,561,2187",10
214_C,436,"1644,1641,2046,2377,1630,2098,2586,519,536,1834",10
352_D,82,"158,876,1487,1400,55,195,212,1219,379,156",10
861_B,2024,"1457,2538,2166,1560,227,2501,2343,2249,561,1502",10
1126_B,1528,"255,114,2156,1588,1707,51,356,280,640,1791",10
376_B,1911,"2143,1510,220,911,2131,107,107,74,373,1666",10
341_D,282,"1541,2465,740,772,1990,283,1949,883,268,2014",10
140_A,838,"3,1421,2277,113,547,1666,1871,1433,1432,1755",10
793_D,1386,"745,622,2310,110,55,55,992,1543,2269,269",10
301_C,2334,"829,415,725,0,48,1192,219,1707,356,793",10
62_D,2159,"1068,352,1457,1561,1094,1364,1186,1560,2249,2024",10
1857_C,2198,"732,461,1264,1966,2456,1225,2426,2457,377,1998",10
1610_B,668,"382,1553,1947,1298,755,874,1244,2278,840,2402",10
15_C,71,"590,881,1780,828,159,1252,653,686,2072,1325",10
1279_D,2252,"1093,849,1998,2016,1058,2376,1354,2472,215,936",10
289_A,350,"1334,2476,1807,1533,1634,1378,1814,561,1051,2431",10
1228_A,55,"1082,1282,2566,2532,82,212,379,1219,2443,1735",10
385_B,1363,"620,33,1942,1570,280,2106,1906,2300,1790,1707",10
497_D,226,"576,268,1877,470,2554,207,1608,561,2210,1836",10
1462_C,1032,"1881,414,484,279,2557,2175,657,1012,2541,2248",10
571_A,1861,"1163,1591,1809,1744,123,1988,1315,1705,2033,824",10
66_A,980,"1514,2476,2375,1675,1181,1024,1978,2278,1773,2552",10
353_C,584,"2345,1565,1802,1996,743,2090,867,686,1835,1252",10
366_A,2332,"1175,1788,1883,669,396,396,305,2388,2353,2197",10
1359_A,814,"1229,2193,1661,1686,459,530,768,2440,1224,1763",10
1275_A,1997,"114,875,2459,1483,1434,2365,625,1707,1791,280",10
1490_D,1530,"1471,2437,2526,1559,134,1029,1586,1102,2318,1219",10
781_B,1687,"1399,2355,1007,926,1877,576,561,1999,1219,2488",10
1127_C,1593,"59,2398,1540,792,1549,79,363,2066,1576,2223",10
601_D,1746,"1686,1661,1741,1763,1944,814,420,1229,1685,561",10
259_D,161,"767,737,1013,427,2246,299,1107,2507,2149,1179",10
1424_D,2579,"1841,1479,984,1624,1173,760,1424,2034,2484,1142",10
451_A,315,"438,260,2488,373,1444,1680,190,519,346,2586",10
244_C,533,"641,389,80,2209,2414,1972,835,1219,1978,1773",10
805_D,1155,"1922,1171,195,58,339,1378,138,561,1207,1814",10
635_B,599,"1202,1440,219,420,430,640,1964,2267,1067,1071",10
1535_A,1202,"599,219,1071,2521,5,1707,1942,356,1067,1703",10
878_D,2395,"2402,45,1938,1332,2162,22,2375,1244,2136,1708",10
748_C,1783,"374,1927,2241,764,206,2569,2161,2025,1959,1370",10
207_C,373,"220,969,74,2143,911,911,315,1666,2488,1219",10
436_D,971,"1639,1937,160,2469,795,1435,1978,1282,1773,1135",10
545_A,1902,"685,17,1107,2149,299,1179,2278,561,1219,1972",10
1040_D,1540,"363,606,633,79,2398,2142,1593,891,1469,80",10
185_C,1561,"1522,650,2229,2006,1006,1560,2249,2159,1502,2343",10
500_A,1716,"1411,936,1115,1720,1552,142,1240,81,713,1631",10
686_A,1308,"902,226,912,898,1805,1543,212,1219,379,2443",10
914_A,1686,"1661,1763,814,1741,1854,1746,1944,1685,1271,2193",10
452_C,807,"1494,882,1598,84,900,265,156,2436,1755,2070",10
859_A,1924,"662,1458,49,1717,1360,1219,1729,2278,561,1266",10
1059_C,409,"1460,2235,2553,380,1876,2390,1529,663,1165,739",10
632_A,1582,"788,104,2420,1219,1972,417,1586,2278,50,2449",10
631_A,557,"762,2009,227,1022,2480,561,1219,1800,183,1435",10
1776_D,1532,"1842,1025,444,2522,1430,1943,1288,2564,1224,810",10
94_B,1388,"290,1111,265,346,1198,2228,81,2139,1821,2475",10
1621_C,2336,"1389,785,1505,2570,1707,434,280,2106,51,1588",10
299_B,1839,"1761,31,1977,561,2100,2278,1634,2158,1538,2311",10
226_B,1291,"57,1776,337,244,2573,1691,379,156,2060,1219",10
676_A,954,"267,436,260,1618,438,400,1680,1644,2046,536",10
657_B,2375,"1365,22,2546,1016,1981,2237,561,855,1244,2298",10
1204_D,772,"2026,2155,740,282,1584,1949,283,2041,2014,1541",10
1818_C,1358,"820,1548,72,848,1976,2038,1057,749,2278,1469",10
1072_C,864,"872,1188,2369,921,776,1290,1250,2251,1703,640",10
1705_A,1536,"1935,1117,2360,1498,2089,2188,1122,435,645,36",10
814_C,54,"1047,671,2179,836,275,1384,2374,2323,1587,781",10
660_C,130,"1417,1896,1499,2491,2500,1324,1214,1849,1390,401",10
102_D,398,"1953,700,2397,449,743,71,1527,2283,935,535",10
303_A,2056,"648,1712,816,746,910,877,1545,192,2204,686",10
1756_C,1756,"1965,364,2039,1204,619,145,2191,988,1341,1270",10
870_A,142,"1055,104,1198,1411,1716,561,1821,1044,156,2058",10
1578_C,303,"2157,1233,1420,2077,2291,1268,1219,1266,930,1274",10
116_D,2173,"1670,46,1207,1416,1374,1807,1549,579,2066,561",10
559_D,527,"423,2394,570,2423,1176,294,2104,85,1851,270",10
703_D,451,"1505,899,367,1348,2218,2137,356,2397,793,2174",10
259_B,737,"767,161,2477,963,1080,427,427,299,1107,2507",10
1316_C,2512,"1885,812,1030,2571,1921,2473,561,1814,944,964",10
610_C,922,"1494,1451,1487,502,882,868,1735,807,1388,1044",10
689_C,623,"1130,1991,2199,419,1360,1852,1219,2278,857,1017",10
1224_A,1505,"236,2336,235,647,2156,1588,367,1707,434,280",10
253_B,1707,"2365,725,2370,309,2362,1192,1192,356,793,410",10
480_C,126,"1533,1416,1125,2326,228,2264,673,1773,1978,1972",10
770_B,1976,"1621,78,609,638,2051,1549,1008,579,744,2066",10
391_C,556,"1269,2354,1481,563,1942,561,821,141,1939,1219",10
50_D,964,"944,544,1983,2272,1628,1398,424,2278,1485,2402",10
491_A,2066,"733,1008,1374,579,1261,760,1549,1807,78,744",10
1359_C,2193,"1229,814,1854,1661,459,530,1686,768,1763,1224",10
230_A,1596,"2039,2132,2023,914,531,2191,2112,2278,1396,2138",10
280_B,1480,"1917,1348,899,1790,1389,977,561,1219,2357,182",10
1115_B,540,"1694,1598,1701,1494,868,868,1735,1044,2070,1388",10
1180_A,179,"378,1187,1704,961,1099,7,439,62,1635,218",10
321_B,974,"2143,34,1558,1800,1416,583,74,1153,315,107",10
1115_C,540,"1694,1598,1701,1494,868,868,1735,1044,1388,2070",10
1546_A,154,"235,2218,1069,793,356,1970,1851,1194,2486,1176",10
598_C,61,"1965,39,1341,1270,539,364,145,2191,2023,1756",10
544_C,2210,"226,576,1399,1007,470,1836,1877,2261,2113,642",10
1296_B,1884,"301,923,945,2576,2583,484,183,1219,561,1881",10
344_A,2514,"486,1230,877,962,975,996,1219,1210,549,441",10
428_C,414,"2263,146,960,1030,623,2042,909,484,1012,1881",10
846_D,488,"2051,1226,1011,1066,1811,1634,561,2278,2173,1814",10
931_C,1091,"835,759,196,2519,2209,68,661,1311,1219,2221",10
1_A,2142,"143,2068,2240,418,167,1540,2398,1593,80,59",10
1064_C,233,"1423,1395,877,192,648,457,996,1219,746,1183",10
1101_B,624,"1659,312,372,1646,499,1219,2100,1972,2278,1302",10
65_B,2316,"2245,2017,909,2175,1205,1044,1735,2070,1012,1388",10
314_D,1046,"1447,986,58,339,2278,561,2311,1378,1599,568",10
